Name,Location,Height,Weight,Ranking,NationalRank,PositionRank,StateRank,State,Position,Year,School,Type,count,loc_inside_parens,location_name,Location_Clean,lat,long,School_Clean,School_City,college_lat,college_long,Date,disFromHS_m,miles_away,University
Darrick Forrest,"Walnut Ridge (Columbus, OH)",6-0,170,80,NA,197,75,OH,CB,2017,Cincinnati,Commit,5,"Columbus, OH",Walnut Ridge,"Walnut Ridge High School, Columbus, OH",39.9622601,-83.0007065,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2017-01-01,161323.31921984526,100,University of Cincinnati
Jakari Robinson,"Munford (Munford, AL)",6-2,300,79,NA,32,77,AL,OC,2017,Cincinnati,Commit,2,"Munford, AL",Munford,"Munford High School, Munford, AL",33.5298282,-85.9508006,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2017-01-01,631577.434959437,392,University of Cincinnati
Coby Bryant,"Glenville (Cleveland, OH)",5-11,150,79,NA,215,84,OH,CB,2017,Cincinnati,Commit,2,"Cleveland, OH",Glenville,"Glenville High School, Cleveland, OH",41.4996574,-81.6936772,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2017-01-01,358209.79601425206,223,University of Cincinnati
Kyle Bolden,"Colerain (Cincinnati, OH)",6-1,220,78,NA,155,85,OH,ILB,2017,Cincinnati,Commit,2,"Cincinnati, OH",Colerain,"Colerain High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2017-01-01,0,0,University of Cincinnati
Blake Yager,"Iowa Western C.C. (Council Bluffs, IA)",6-5,300,80,NA,NA,NA,IA,OT,2017,Cincinnati,Commit,5,"Council Bluffs, IA",Iowa Western C.C.,"Iowa Western C.C. High School, Council Bluffs, IA",41.258841,-95.8519484,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2017-01-01,994226.8831184861,618,University of Cincinnati
Torrance Gibson,"Cincinnati State (Cincinnati, OH)",6-4,205,88,36,2,1,OH,DUAL,2017,Cincinnati,Commit,2,"Cincinnati, OH",Cincinnati State,"Cincinnati State High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2017-01-01,0,0,University of Cincinnati
Ben Hutch,"Hillsboro (Nashville, TN)",6-3.5,315,84,NA,73,36,TN,DT,2017,Cincinnati,Commit,2,"Nashville, TN",Hillsboro,"Hillsboro High School, Nashville, TN",36.1622767,-86.7742984,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2017-01-01,382430.0721919995,238,University of Cincinnati
Lorenzo McCaskill,"Southfield (Southfield, MI)",6-2,200,83,NA,95,35,MI,OLB,2017,Cincinnati,Commit,1,"Southfield, MI",Southfield,"Southfield High School, Southfield, MI",42.4733689,-83.2218731,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2017-01-01,389959.18851764925,242,University of Cincinnati
Cole Smith,"Middletown (Middletown, OH)",6-0,170,78,NA,9,89,OH,K,2017,Cincinnati,Commit,2,"Middletown, OH",Middletown,"Middletown High School, Middletown, OH",39.516644,-84.4041725,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2017-01-01,47031.65735548672,29,University of Cincinnati
Josh Whyle,"LaSalle  (Cincinnati, OH)",6-6,215,90,NA,11,11,OH,TE,2018,Cincinnati,Commit,1,"Cincinnati, OH",LaSalle,"LaSalle High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,0,0,University of Cincinnati
Tavion Thomas,"Dunbar (Dayton, OH)",6-2,225,88,NA,20,14,OH,RB,2018,Cincinnati,Commit,2,"Dayton, OH",Dunbar,"Dunbar High School, Dayton, OH",39.7589478,-84.1916069,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,78049.69244077321,48,University of Cincinnati
Meechi Harris,"Xenia (Xenia, OH)",6-2,188,88,NA,86,19,OH,WR,2018,Cincinnati,Commit,2,"Xenia, OH",Xenia,"Xenia High School, Xenia, OH",39.6847822,-83.9296526,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,81943.85006132365,51,University of Cincinnati
Malik Vann,"Fairfield (Fairfield, OH)",6-2.5,270,86,NA,31,26,OH,SDE,2018,Cincinnati,Commit,6,"Fairfield, OH",Fairfield,"Fairfield High School, Fairfield, OH",39.7886111,-82.6418883,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,178174.58141356177,111,University of Cincinnati
Arquon Bush,"Euclid (Euclid, OH)",5-11,167,86,NA,76,27,OH,CB,2018,Cincinnati,Commit,6,"Euclid, OH",Euclid,"Euclid High School, Euclid, OH",41.5931049,-81.5267873,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,375307.68166936917,233,University of Cincinnati
Ryan Montgomery,"Franklin (Franklin, OH)",5-11,190,86,NA,45,31,OH,RB,2018,Cincinnati,Commit,6,"Franklin, OH",Franklin,"Franklin High School, Franklin, OH",39.5589474,-84.3041074,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,53875.112149168206,33,University of Cincinnati
Alec Pierce,"Glenbard West (Glen Ellyn, IL)",6-3,196,86,NA,130,14,IL,WR,2018,Cincinnati,Commit,6,"Glen Ellyn, IL",Glenbard West,"Glenbard West High School, Glen Ellyn, IL",41.8775293,-88.0670118,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,431017.75949128944,268,University of Cincinnati
Leonard Taylor,"Springfield  (Springfield, OH)",6-5.5,246,86,NA,39,37,OH,TE,2018,Cincinnati,Commit,6,"Springfield, OH",Springfield,"Springfield High School, Springfield, OH",39.9234046,-83.810138,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,109433.33501875856,68,University of Cincinnati
Charles McClelland,"Clinch County (Homerville, GA)",5-10.5,180,86,NA,74,96,GA,ATH,2018,Cincinnati,Commit,6,"Homerville, GA",Clinch County,"Clinch County High School, Homerville, GA",31.0365983,-82.7470849,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,909050.0739815716,565,University of Cincinnati
Ben Bryant,"Lyons Township (La Grange, IL)",6-3,190,85,NA,39,28,IL,PRO,2018,Cincinnati,Commit,2,"La Grange, IL",Lyons Township,"Lyons Township High School, La Grange, IL",41.81483,-87.8735662,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,414730.86498373485,258,University of Cincinnati
Yanez Rogers,"Blanche Ely (Pompano Beach, FL)",6-2,179,85,NA,87,176,FL,ATH,2018,Cincinnati,Commit,2,"Pompano Beach, FL",Blanche Ely,"Blanche Ely High School, Pompano Beach, FL",26.2378597,-80.1247667,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,1484216.2886997345,922,University of Cincinnati
Lorenz Metz,"Germany (Germany, GERM)",6-9,280,84,NA,93,2,GERM,DT,2018,Cincinnati,Commit,5,"Germany, GERM",Germany,"Germany High School, Germany, GERM",48.4877642,12.3643894,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,7330430.3643087335,4555,University of Cincinnati
Daeshon Martin,"Archbishop Hoban (Akron, OH)",6-3,240,84,NA,65,45,OH,SDE,2018,Cincinnati,Commit,5,"Akron, OH",Archbishop Hoban,"Archbishop Hoban High School, Akron, OH",41.083064,-81.518485,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,337011.5435602629,209,University of Cincinnati
Ty Van Fossen,"St. Francis de Sales (Columbus, OH)",6-2,205,84,NA,51,46,OH,ILB,2018,Cincinnati,Commit,5,"Columbus, OH",St. Francis de Sales,"St. Francis de Sales High School, Columbus, OH",39.9622601,-83.0007065,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,161323.31921984526,100,University of Cincinnati
Blake Bacevich,"St. Xavier (Cincinnati, OH)",6-4,215,84,NA,80,51,OH,WDE,2018,Cincinnati,Commit,5,"Cincinnati, OH",St. Xavier,"St. Xavier High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,0,0,University of Cincinnati
Jeremy Cooper,"Mount Carmel (Mount Carmel, IL)",6-3,295,84,NA,53,32,IL,OG,2018,Cincinnati,Commit,5,"Mount Carmel, IL",Mount Carmel,"Mount Carmel High School, Mount Carmel, IL",38.4108801,-87.7614174,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,292609.8208518096,182,University of Cincinnati
Myjai Sanders,"Raines (Jacksonville, FL)",6-4,223,83,NA,85,228,FL,WDE,2018,Cincinnati,Commit,5,"Jacksonville, FL",Raines,"Raines High School, Jacksonville, FL",30.3321838,-81.655651,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,1007246.7581051835,626,University of Cincinnati
Jayshon Jackson,"Simeon (Chicago, IL)",5-10,165,83,NA,224,39,IL,WR,2018,Cincinnati,Commit,5,"Chicago, IL",Simeon,"Simeon High School, Chicago, IL",41.8755616,-87.6244212,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,405529.4155055259,252,University of Cincinnati
Ja'von Hicks,"Colerain (Cincinnati, OH)",6-2,185,83,NA,226,54,OH,WR,2018,Cincinnati,Commit,5,"Cincinnati, OH",Colerain,"Colerain High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,0,0,University of Cincinnati
Taj Ward,"Solon (Solon, OH)",6-0,170,83,NA,146,56,OH,S,2018,Cincinnati,Commit,5,"Solon, OH",Solon,"Solon High School, Solon, OH",41.3897764,-81.4412259,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,364441.63170222385,226,University of Cincinnati
Colin Woodside,"Fairfield Union (Lancaster, OH)",6-5,265,83,NA,136,57,OH,OT,2018,Cincinnati,Commit,5,"Lancaster, OH",Fairfield Union,"Fairfield Union High School, Lancaster, OH",39.7136754,-82.5993294,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,178236.56232427876,111,University of Cincinnati
Darnell Shields,"St. Edward (Lakewood, OH)",6-0,180,81,NA,139,66,OH,S,2018,Cincinnati,Commit,1,"Lakewood, OH",St. Edward,"St. Edward High School, Lakewood, OH",41.4819932,-81.7981908,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,350870.6532460688,218,University of Cincinnati
Dylan OQuinn,"Lake (Millbury, OH)",6-5,255,80,NA,90,75,OH,SDE,2018,Cincinnati,Commit,1,"Millbury, OH",Lake,"Lake High School, Millbury, OH",41.5659599,-83.4248634,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,288838.76572966273,179,University of Cincinnati
Colin Thurman,"Archbishop Moeller (Cincinnati, OH)",5-10,197,70,NA,241,132,OH,RB,2018,Cincinnati,Commit,1,"Cincinnati, OH",Archbishop Moeller,"Archbishop Moeller High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2018-01-01,0,0,University of Cincinnati
Jowon Briggs,"Walnut Hills (Cincinnati, OH)",6-2,295,95,116,10,4,OH,DT,2019,Cincinnati,Commit,1,"Cincinnati, OH",Walnut Hills,"Walnut Hills High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,0,0,University of Cincinnati
Cam Jones,"Frederick Douglass (Lexington, KY)",6-7,252,88,NA,14,10,KY,PRO,2019,Cincinnati,Commit,2,"Lexington, KY",Frederick Douglass,"Frederick Douglass High School, Lexington, KY",38.0464066,-84.4970393,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,117125.71450719248,73,University of Cincinnati
Justin Harris,"Wayne (Dayton, OH)",6-0,182,88,NA,57,25,OH,CB,2019,Cincinnati,Commit,2,"Dayton, OH",Wayne,"Wayne High School, Dayton, OH",39.7589478,-84.1916069,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,78049.69244077321,48,University of Cincinnati
Jonathan Allen,"Dunbar (Dayton, OH)",6-6,315,85,NA,92,51,OH,OT,2019,Cincinnati,Commit,2,"Dayton, OH",Dunbar,"Dunbar High School, Dayton, OH",39.7589478,-84.1916069,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,78049.69244077321,48,University of Cincinnati
Zach Hummel,"Hilliard Bradley (Hilliard, OH)",6-3,235,85,NA,95,54,OH,ATH,2019,Cincinnati,Commit,2,"Hilliard, OH",Hilliard Bradley,"Hilliard Bradley High School, Hilliard, OH",40.033814,-83.1596108,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,155655.5614851406,97,University of Cincinnati
Dorian Holloway,"Marion-Franklin (Columbus, OH)",6-4,190,84,NA,90,55,OH,OLB,2019,Cincinnati,Commit,3,"Columbus, OH",Marion-Franklin,"Marion-Franklin High School, Columbus, OH",39.9622601,-83.0007065,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,161323.31921984526,100,University of Cincinnati
Tre Tucker,"Cuyahoga Valley Christian Academy (Cuyahoga Falls, OH)",5-10,165,84,NA,149,58,OH,WR,2019,Cincinnati,Commit,3,"Cuyahoga Falls, OH",Cuyahoga Valley Christian Academy,"Cuyahoga Valley Christian Academy High School, Cuyahoga Falls, OH",41.1362729,-81.4828123,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,343104.7670159462,213,University of Cincinnati
Steven Hawthorne,"De La Salle Institute (Chicago, IL)",6-4,220,84,NA,86,31,IL,WDE,2019,Cincinnati,Commit,3,"Chicago, IL",De La Salle Institute,"De La Salle Institute High School, Chicago, IL",41.8755616,-87.6244212,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,405529.4155055259,252,University of Cincinnati
Ahmad Gardner,"Martin Luther King (Detroit, MI)",6-2,163,83,NA,144,33,MI,CB,2019,Cincinnati,Commit,2,"Detroit, MI",Martin Luther King,"Martin Luther King High School, Detroit, MI",42.3315509,-83.046640300000007,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,379460.32692348916,236,University of Cincinnati
Jacob Dingle,"Trinity (Louisville, KY)",6-0,185,83,NA,134,16,KY,S,2019,Cincinnati,Commit,2,"Louisville, KY",Trinity,"Trinity High School, Louisville, KY",38.2542376,-85.759407,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,143589.95802214238,89,University of Cincinnati
Izaiah Ruffin,"Oak Park and River Forest (Oak Park, IL)",6-6,235,82,NA,109,39,IL,SDE,2019,Cincinnati,Commit,3,"Oak Park, IL",Oak Park and River Forest,"Oak Park and River Forest High School, Oak Park, IL",41.8878145,-87.7887615,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,415716.19265909586,258,University of Cincinnati
Michael Lindauer,"Reitz Memorial (Evansville, IN)",6-3,205,82,NA,58,21,IN,QB,2019,Cincinnati,Commit,3,"Evansville, IN",Reitz Memorial,"Reitz Memorial High School, Evansville, IN",37.970495,-87.5715641,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,294768.15597194456,183,University of Cincinnati
Ja'Quan Sheppard,"Zephyrhills (Zephyrhills, FL)",6-2,190,82,NA,238,254,FL,WR,2019,Cincinnati,Commit,3,"Zephyrhills, FL",Zephyrhills,"Zephyrhills High School, Zephyrhills, FL",28.2336196,-82.1811947,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,1224536.9847346789,761,University of Cincinnati
Eric Phillips,"Colerain (Cincinnati, OH)",6-3,280,81,NA,132,71,OH,TE,2019,Cincinnati,Commit,1,"Cincinnati, OH",Colerain,"Colerain High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,0,0,University of Cincinnati
Brody Ingle,"LaSalle  (Cincinnati, OH)",6-1,215,80,NA,166,83,OH,OLB,2019,Cincinnati,Commit,1,"Cincinnati, OH",LaSalle,"LaSalle High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,0,0,University of Cincinnati
Marcelo Mendiola,"Mount Carmel (Chicago, IL)",6-5,285,79,NA,216,58,IL,OT,2019,Cincinnati,Commit,1,"Chicago, IL",Mount Carmel,"Mount Carmel High School, Chicago, IL",41.8755616,-87.6244212,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,405529.4155055259,252,University of Cincinnati
Savion Herring,"Irvington (Irvington, NJ)",6-6,285,78,NA,251,66,NJ,OT,2019,Cincinnati,Commit,1,"Irvington, NJ",Irvington,"Irvington High School, Irvington, NJ",40.7264091,-74.2289491,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2019-01-01,897004.5348833881,557,University of Cincinnati
Evan Prater,"Wyoming (Cincinnati, OH)",6-5,190,97,45,2,2,OH,PRO,2020,Cincinnati,Commit,1,"Cincinnati, OH",Wyoming,"Wyoming High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2020-01-01,0,0,University of Cincinnati
Sammy Anderson Jr.,"Trotwood-Madison (Dayton, OH)",6-2,170,90,NA,21,9,OH,CB,2020,Cincinnati,Commit,1,"Dayton, OH",Trotwood-Madison,"Trotwood-Madison High School, Dayton, OH",39.7589478,-84.1916069,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2020-01-01,78049.69244077321,48,University of Cincinnati
Jadon Thompson,"Naperville Central (Naperville, IL)",6-2,160,89,NA,71,9,IL,WR,2020,Cincinnati,Commit,1,"Naperville, IL",Naperville Central,"Naperville Central High School, Naperville, IL",41.7728699,-88.1479278,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2020-01-01,427872.1292559144,266,University of Cincinnati
Jaheim Thomas,"Princeton (Cincinnati, OH)",6-2.5,215,88,NA,37,16,OH,OLB,2020,Cincinnati,Commit,1,"Cincinnati, OH",Princeton,"Princeton High School, Cincinnati, OH",39.1014537,-84.5124602,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2020-01-01,0,0,University of Cincinnati
De'Arre McDonald,"Oakland (Murfreesboro, TN)",5-11.5,187,87,NA,52,17,TN,CB,2020,Cincinnati,Commit,1,"Murfreesboro, TN",Oakland,"Oakland High School, Murfreesboro, TN",35.8460396,-86.3921096,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2020-01-01,397701.23560249293,247,University of Cincinnati
Marquez Bell,"Columbia (Lake City, FL)",6-0,160,86,NA,151,109,FL,WR,2020,Cincinnati,Commit,3,"Lake City, FL",Columbia,"Columbia High School, Lake City, FL",30.1894252,-82.6394803,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2020-01-01,1003383.8575196486,623,University of Cincinnati
Kobe McAllister,"Heritage (Ringgold, GA)",6-6,275,86,NA,84,95,GA,OT,2020,Cincinnati,Commit,3,"Ringgold, GA",Heritage,"Heritage High School, Ringgold, GA",34.91591,-85.1091173,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2020-01-01,467525.01647074096,291,University of Cincinnati
Justin Wodtly,"Cleveland Heights (Cleveland, OH)",6-3,271,85,NA,88,38,OH,WDE,2020,Cincinnati,Commit,5,"Cleveland, OH",Cleveland Heights,"Cleveland Heights High School, Cleveland, OH",41.4996574,-81.6936772,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2020-01-01,358209.79601425206,223,University of Cincinnati
Daved Jones Jr.,"Lakota West (West Chester, OH)",6-2,200,85,NA,51,39,OH,ILB,2020,Cincinnati,Commit,5,"West Chester, OH",Lakota West,"Lakota West High School, West Chester, OH",39.3303357,-84.408275,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2020-01-01,26956.374168097776,17,University of Cincinnati
Ethan Wright,"Manchester (Akron, OH)",6-1,195,85,NA,72,40,OH,RB,2020,Cincinnati,Commit,5,"Akron, OH",Manchester,"Manchester High School, Akron, OH",41.083064,-81.518485,University of cincinnati,"Cincinnati, OH",39.1014537,-84.5124602,2020-01-01,337011.5435602629,209,University of Cincinnati
